交易发起日期	产品名称	产品代码	业务类型	申请数额	申请单位	确认数额	确认单位	链接
2019-01-08	鹏华添利宝货币	001666	红利再投资	-	-	4.15	份	https://query.1234567.com.cn/Query/Detail?id=201901080630301319809840&businType=143&traceNo=
2019-01-07	鹏华添利宝货币	001666	红利再投资	-	-	12.20	份	https://query.1234567.com.cn/Query/Detail?id=201901070630301316687190&businType=143&traceNo=
2019-01-04	鹏华添利宝货币	001666	红利再投资	-	-	4.33	份	https://query.1234567.com.cn/Query/Detail?id=201901040630301313687350&businType=143&traceNo=
2019-01-03	鹏华添利宝货币	001666	红利再投资	-	-	4.10	份	https://query.1234567.com.cn/Query/Detail?id=201901030630301310682880&businType=143&traceNo=
2019-01-02	鹏华添利宝货币	001666	红利再投资	-	-	18.84	份	https://query.1234567.com.cn/Query/Detail?id=201901020630301307165600&businType=143&traceNo=
2019-03-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.62	份	https://query.1234567.com.cn/Query/Detail?id=201903010130301170384600&businType=143&traceNo=
2019-03-01	鹏华添利宝货币	001666	红利再投资	-	-	3.05	份	https://query.1234567.com.cn/Query/Detail?id=201903010630301419098450&businType=143&traceNo=
2019-02-28	鹏华添利宝货币	001666	红利再投资	-	-	3.08	份	https://query.1234567.com.cn/Query/Detail?id=201902280630301416019530&businType=143&traceNo=
2019-02-28	南方天天利货币Ｂ	003474	红利再投资	-	-	3.63	份	https://query.1234567.com.cn/Query/Detail?id=201902280130301167707820&businType=143&traceNo=
2019-02-27	南方天天利货币Ｂ	003474	红利再投资	-	-	3.63	份	https://query.1234567.com.cn/Query/Detail?id=201902270130301165026880&businType=143&traceNo=
2019-02-27	鹏华添利宝货币	001666	红利再投资	-	-	3.24	份	https://query.1234567.com.cn/Query/Detail?id=201902270630301412894500&businType=143&traceNo=
2019-02-26	南方天天利货币Ｂ	003474	红利再投资	-	-	3.63	份	https://query.1234567.com.cn/Query/Detail?id=201902260130301162295830&businType=143&traceNo=
2019-02-26	鹏华添利宝货币	001666	红利再投资	-	-	2.98	份	https://query.1234567.com.cn/Query/Detail?id=201902260630301409762970&businType=143&traceNo=
2019-02-25	南方天天利货币Ｂ	003474	红利再投资	-	-	10.89	份	https://query.1234567.com.cn/Query/Detail?id=201902250130301159396360&businType=143&traceNo=
2019-02-25	鹏华添利宝货币	001666	红利再投资	-	-	9.47	份	https://query.1234567.com.cn/Query/Detail?id=201902250630301406379600&businType=143&traceNo=
2019-02-22	鹏华添利宝货币	001666	红利再投资	-	-	3.14	份	https://query.1234567.com.cn/Query/Detail?id=201902220630301403336770&businType=143&traceNo=
2019-02-22	南方天天利货币Ｂ	003474	红利再投资	-	-	3.69	份	https://query.1234567.com.cn/Query/Detail?id=201902220130301156910870&businType=143&traceNo=
2019-02-21	南方天天利货币Ｂ	003474	红利再投资	-	-	3.67	份	https://query.1234567.com.cn/Query/Detail?id=201902210130301154329990&businType=143&traceNo=
2019-02-21	鹏华添利宝货币	001666	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201902210630301400302030&businType=143&traceNo=
2019-02-20	鹏华添利宝货币	001666	红利再投资	-	-	3.17	份	https://query.1234567.com.cn/Query/Detail?id=201902200630301397320200&businType=143&traceNo=
2019-02-20	南方天天利货币Ｂ	003474	红利再投资	-	-	3.67	份	https://query.1234567.com.cn/Query/Detail?id=201902200130301151790870&businType=143&traceNo=
2019-02-19	南方天天利货币Ｂ	003474	红利再投资	-	-	3.69	份	https://query.1234567.com.cn/Query/Detail?id=201902190130301149214610&businType=143&traceNo=
2019-02-19	鹏华添利宝货币	001666	红利再投资	-	-	3.16	份	https://query.1234567.com.cn/Query/Detail?id=201902190630301394330730&businType=143&traceNo=
2019-02-18	鹏华添利宝货币	001666	红利再投资	-	-	9.54	份	https://query.1234567.com.cn/Query/Detail?id=201902180630301391141890&businType=143&traceNo=
2019-02-18	南方天天利货币Ｂ	003474	红利再投资	-	-	10.98	份	https://query.1234567.com.cn/Query/Detail?id=201902180130301146136600&businType=143&traceNo=
2019-02-15	鹏华添利宝货币	001666	红利再投资	-	-	3.25	份	https://query.1234567.com.cn/Query/Detail?id=201902150630301388078650&businType=143&traceNo=
2019-02-15	南方天天利货币Ｂ	003474	红利再投资	-	-	3.71	份	https://query.1234567.com.cn/Query/Detail?id=201902150130301143626720&businType=143&traceNo=
2019-02-14	南方天天利货币Ｂ	003474	红利再投资	-	-	3.72	份	https://query.1234567.com.cn/Query/Detail?id=201902140130301141069500&businType=143&traceNo=
2019-02-14	鹏华添利宝货币	001666	红利再投资	-	-	3.18	份	https://query.1234567.com.cn/Query/Detail?id=201902140630301385090830&businType=143&traceNo=
2019-02-13	鹏华添利宝货币	001666	红利再投资	-	-	3.21	份	https://query.1234567.com.cn/Query/Detail?id=201902130630301382095820&businType=143&traceNo=
2019-02-13	南方天天利货币Ｂ	003474	红利再投资	-	-	3.73	份	https://query.1234567.com.cn/Query/Detail?id=201902130130301138547190&businType=143&traceNo=
2019-02-12	鹏华添利宝货币	001666	红利再投资	-	-	3.14	份	https://query.1234567.com.cn/Query/Detail?id=201902120630301379098880&businType=143&traceNo=
2019-02-12	南方天天利货币Ｂ	003474	红利再投资	-	-	1.01	份	https://query.1234567.com.cn/Query/Detail?id=201902120130301136107600&businType=143&traceNo=
2019-02-11	南方天天利货币Ｂ	003474	红利再投资	-	-	10.00	份	https://query.1234567.com.cn/Query/Detail?id=201902110130301133200390&businType=143&traceNo=
2019-02-11	鹏华添利宝货币	001666	红利再投资	-	-	30.64	份	https://query.1234567.com.cn/Query/Detail?id=201902110630301375363780&businType=143&traceNo=
2019-02-02	南方天天利货币Ｂ	003474	活期宝充值	30000.00	元	30000.00	份	https://query.1234567.com.cn/Query/Detail?id=ca8c5e1b1fc643ba9178382ce5cb452b&businType=801&traceNo=
2019-02-01	南方天天利货币Ｂ	003474	红利再投资	-	-	2.18	份	https://query.1234567.com.cn/Query/Detail?id=201902010130301131050860&businType=143&traceNo=
2019-02-01	鹏华添利宝货币	001666	红利再投资	-	-	4.03	份	https://query.1234567.com.cn/Query/Detail?id=201902010630301372038250&businType=143&traceNo=
2019-04-01	鹏华添利宝货币	001666	红利再投资	-	-	11.12	份	https://query.1234567.com.cn/Query/Detail?id=201904010630301483730670&businType=143&traceNo=
2019-04-01	南方天天利货币Ｂ	003474	红利再投资	-	-	12.31	份	https://query.1234567.com.cn/Query/Detail?id=201904010130301227603240&businType=143&traceNo=
2019-03-29	鹏华添利宝货币	001666	红利再投资	-	-	4.20	份	https://query.1234567.com.cn/Query/Detail?id=201903290630301480870540&businType=143&traceNo=
2019-03-29	南方天天利货币Ｂ	003474	红利再投资	-	-	5.18	份	https://query.1234567.com.cn/Query/Detail?id=201903290130301224960470&businType=143&traceNo=
2019-03-28	鹏华添利宝货币	001666	活期宝普通取现	6400.00	份	6400.00	元	https://query.1234567.com.cn/Query/Detail?id=1199d401e8e644af8dc27e3977e1a735&businType=802&traceNo=
2019-03-28	华宝标普油气上游股票	162411	活期宝转入	6400.00	元	12312.93	份	https://query.1234567.com.cn/Query/Detail?id=823403bfc2a640689ba58a4dea413fd3&businType=22&traceNo=823403bfc2a640689ba58a4dea413fd3
2019-03-28	华安德国30(DAX)联接	000614	活期宝转入	6400.00	元	6076.36	份	https://query.1234567.com.cn/Query/Detail?id=a134944ad8d64c24940cba8e1e3ca1ba&businType=22&traceNo=a134944ad8d64c24940cba8e1e3ca1ba
2019-03-28	南方天天利货币Ｂ	003474	红利再投资	-	-	5.18	份	https://query.1234567.com.cn/Query/Detail?id=201903280130301222259040&businType=143&traceNo=
2019-03-28	鹏华添利宝货币	001666	红利再投资	-	-	4.27	份	https://query.1234567.com.cn/Query/Detail?id=201903280630301478027060&businType=143&traceNo=
2019-03-27	鹏华添利宝货币	001666	红利再投资	-	-	4.26	份	https://query.1234567.com.cn/Query/Detail?id=201903270630301475222250&businType=143&traceNo=
2019-03-27	南方天天利货币Ｂ	003474	红利再投资	-	-	5.19	份	https://query.1234567.com.cn/Query/Detail?id=201903270130301219640520&businType=143&traceNo=
2019-03-26	鹏华添利宝货币	001666	红利再投资	-	-	4.31	份	https://query.1234567.com.cn/Query/Detail?id=201903260630301472283040&businType=143&traceNo=
2019-03-26	南方天天利货币Ｂ	003474	红利再投资	-	-	5.13	份	https://query.1234567.com.cn/Query/Detail?id=201903260130301216915740&businType=143&traceNo=
2019-03-25	鹏华添利宝货币	001666	红利再投资	-	-	12.94	份	https://query.1234567.com.cn/Query/Detail?id=201903250630301469112830&businType=143&traceNo=
2019-03-25	南方天天利货币Ｂ	003474	红利再投资	-	-	15.32	份	https://query.1234567.com.cn/Query/Detail?id=201903250130301214032060&businType=143&traceNo=
2019-03-22	南方天天利货币Ｂ	003474	红利再投资	-	-	5.13	份	https://query.1234567.com.cn/Query/Detail?id=201903220130301211477510&businType=143&traceNo=
2019-03-22	鹏华添利宝货币	001666	红利再投资	-	-	4.36	份	https://query.1234567.com.cn/Query/Detail?id=201903220630301466132150&businType=143&traceNo=
2019-03-21	南方天天利货币Ｂ	003474	红利再投资	-	-	5.09	份	https://query.1234567.com.cn/Query/Detail?id=201903210130301208789900&businType=143&traceNo=
2019-03-21	鹏华添利宝货币	001666	红利再投资	-	-	4.35	份	https://query.1234567.com.cn/Query/Detail?id=201903210630301463147940&businType=143&traceNo=
2019-03-20	南方天天利货币Ｂ	003474	红利再投资	-	-	5.11	份	https://query.1234567.com.cn/Query/Detail?id=201903200130301206123900&businType=143&traceNo=
2019-03-20	鹏华添利宝货币	001666	红利再投资	-	-	4.36	份	https://query.1234567.com.cn/Query/Detail?id=201903200630301460118170&businType=143&traceNo=
2019-03-19	鹏华添利宝货币	001666	红利再投资	-	-	4.41	份	https://query.1234567.com.cn/Query/Detail?id=201903190630301457130190&businType=143&traceNo=
2019-03-19	南方天天利货币Ｂ	003474	红利再投资	-	-	5.08	份	https://query.1234567.com.cn/Query/Detail?id=201903190130301203512380&businType=143&traceNo=
2019-03-18	鹏华添利宝货币	001666	红利再投资	-	-	13.26	份	https://query.1234567.com.cn/Query/Detail?id=201903180630301453892520&businType=143&traceNo=
2019-03-18	南方天天利货币Ｂ	003474	红利再投资	-	-	15.19	份	https://query.1234567.com.cn/Query/Detail?id=201903180130301200403350&businType=143&traceNo=
2019-03-15	鹏华添利宝货币	001666	红利再投资	-	-	4.53	份	https://query.1234567.com.cn/Query/Detail?id=201903150630301450854920&businType=143&traceNo=
2019-03-15	南方天天利货币Ｂ	003474	红利再投资	-	-	5.11	份	https://query.1234567.com.cn/Query/Detail?id=201903150130301197914620&businType=143&traceNo=
2019-03-14	南方天天利货币Ｂ	003474	红利再投资	-	-	5.38	份	https://query.1234567.com.cn/Query/Detail?id=201903140130301195166650&businType=143&traceNo=
2019-03-14	鹏华添利宝货币	001666	红利再投资	-	-	4.59	份	https://query.1234567.com.cn/Query/Detail?id=201903140630301447702940&businType=143&traceNo=
2019-03-13	鹏华添利宝货币	001666	红利再投资	-	-	4.01	份	https://query.1234567.com.cn/Query/Detail?id=201903130630301444585870&businType=143&traceNo=
2019-03-13	南方天天利货币Ｂ	003474	红利再投资	-	-	5.15	份	https://query.1234567.com.cn/Query/Detail?id=201903130130301192459070&businType=143&traceNo=
2019-03-12	南方天天利货币Ｂ	003474	红利再投资	-	-	5.19	份	https://query.1234567.com.cn/Query/Detail?id=201903120130301189791740&businType=143&traceNo=
2019-03-12	鹏华添利宝货币	001666	红利再投资	-	-	3.59	份	https://query.1234567.com.cn/Query/Detail?id=201903120630301441538180&businType=143&traceNo=
2019-03-11	鹏华添利宝货币	001666	活期宝充值	12768.30	元	12768.30	份	https://query.1234567.com.cn/Query/Detail?id=943b6a9b21e84e1ca1bd310a8c68511c&businType=801&traceNo=
2019-03-11	鹏华添利宝货币	001666	红利再投资	-	-	9.52	份	https://query.1234567.com.cn/Query/Detail?id=201903110630301438221500&businType=143&traceNo=
2019-03-11	南方天天利货币Ｂ	003474	红利再投资	-	-	15.54	份	https://query.1234567.com.cn/Query/Detail?id=201903110130301186831430&businType=143&traceNo=
2019-03-08	鹏华添利宝货币	001666	活期宝充值	5479.00	元	5479.00	份	https://query.1234567.com.cn/Query/Detail?id=4fea40292552405ebeae144a83f97bb3&businType=801&traceNo=
2019-03-08	鹏华添利宝货币	001666	红利再投资	-	-	3.13	份	https://query.1234567.com.cn/Query/Detail?id=201903080630301434920700&businType=143&traceNo=
2019-03-08	南方天天利货币Ｂ	003474	红利再投资	-	-	3.52	份	https://query.1234567.com.cn/Query/Detail?id=201903080130301184006200&businType=143&traceNo=
2019-03-07	南方天天利货币Ｂ	003474	活期宝充值	19200.00	元	19200.00	份	https://query.1234567.com.cn/Query/Detail?id=e7ffd51e54684343bc72fe10be408c37&businType=801&traceNo=
2019-03-07	鹏华添利宝货币	001666	红利再投资	-	-	3.16	份	https://query.1234567.com.cn/Query/Detail?id=201903070630301431743650&businType=143&traceNo=
2019-03-07	南方天天利货币Ｂ	003474	红利再投资	-	-	3.56	份	https://query.1234567.com.cn/Query/Detail?id=201903070130301181219910&businType=143&traceNo=
2019-03-06	鹏华添利宝货币	001666	红利再投资	-	-	3.20	份	https://query.1234567.com.cn/Query/Detail?id=201903060630301428561070&businType=143&traceNo=
2019-03-06	南方天天利货币Ｂ	003474	红利再投资	-	-	3.60	份	https://query.1234567.com.cn/Query/Detail?id=201903060130301178437370&businType=143&traceNo=
2019-03-05	南方天天利货币Ｂ	003474	红利再投资	-	-	3.60	份	https://query.1234567.com.cn/Query/Detail?id=201903050130301175789940&businType=143&traceNo=
2019-03-05	鹏华添利宝货币	001666	红利再投资	-	-	3.19	份	https://query.1234567.com.cn/Query/Detail?id=201903050630301425504630&businType=143&traceNo=
2019-03-04	南方天天利货币Ｂ	003474	红利再投资	-	-	10.81	份	https://query.1234567.com.cn/Query/Detail?id=201903040130301172964280&businType=143&traceNo=
2019-03-04	鹏华添利宝货币	001666	红利再投资	-	-	9.19	份	https://query.1234567.com.cn/Query/Detail?id=201903040630301422228980&businType=143&traceNo=
2019-03-01	南方天天利货币Ｂ	003474	红利再投资	-	-	3.62	份	https://query.1234567.com.cn/Query/Detail?id=201903010130301170384600&businType=143&traceNo=
2019-03-01	鹏华添利宝货币	001666	红利再投资	-	-	3.05	份	https://query.1234567.com.cn/Query/Detail?id=201903010630301419098450&businType=143&traceNo=
2019-04-30	南方天天利货币Ｂ	003474	红利再投资	-	-	3.32	份	https://query.1234567.com.cn/Query/Detail?id=201904300130301283979590&businType=143&traceNo=
2019-04-30	鹏华添利宝货币	001666	红利再投资	-	-	4.42	份	https://query.1234567.com.cn/Query/Detail?id=201904300630301541695310&businType=143&traceNo=
2019-04-29	南方天天利货币Ｂ	003474	红利再投资	-	-	11.40	份	https://query.1234567.com.cn/Query/Detail?id=201904290130301280998220&businType=143&traceNo=
2019-04-29	鹏华添利宝货币	001666	红利再投资	-	-	11.02	份	https://query.1234567.com.cn/Query/Detail?id=201904290630301538503080&businType=143&traceNo=
2019-04-26	广发中证传媒ETF联接A	004752	活期宝转入	6400.00	元	7852.99	份	https://query.1234567.com.cn/Query/Detail?id=fa3683e5b3f24669b6f4e56ffc861ae8&businType=22&traceNo=fa3683e5b3f24669b6f4e56ffc861ae8
2019-04-26	鹏华添利宝货币	001666	红利再投资	-	-	4.06	份	https://query.1234567.com.cn/Query/Detail?id=201904260630301535632870&businType=143&traceNo=
2019-04-26	南方天天利货币Ｂ	003474	红利再投资	-	-	3.71	份	https://query.1234567.com.cn/Query/Detail?id=201904260130301278296170&businType=143&traceNo=
2019-04-25	南方天天利货币Ｂ	003474	红利再投资	-	-	3.79	份	https://query.1234567.com.cn/Query/Detail?id=201904250130301275447230&businType=143&traceNo=
2019-04-25	鹏华添利宝货币	001666	红利再投资	-	-	3.96	份	https://query.1234567.com.cn/Query/Detail?id=201904250630301532752510&businType=143&traceNo=
2019-04-24	南方天天利货币Ｂ	003474	红利再投资	-	-	3.78	份	https://query.1234567.com.cn/Query/Detail?id=201904240130301272839500&businType=143&traceNo=
2019-04-24	鹏华添利宝货币	001666	红利再投资	-	-	3.93	份	https://query.1234567.com.cn/Query/Detail?id=201904240630301530052150&businType=143&traceNo=
2019-04-23	鹏华添利宝货币	001666	红利再投资	-	-	3.66	份	https://query.1234567.com.cn/Query/Detail?id=201904230630301527291460&businType=143&traceNo=
2019-04-23	南方天天利货币Ｂ	003474	红利再投资	-	-	3.73	份	https://query.1234567.com.cn/Query/Detail?id=201904230130301270132390&businType=143&traceNo=
2019-04-22	鹏华添利宝货币	001666	红利再投资	-	-	10.90	份	https://query.1234567.com.cn/Query/Detail?id=201904220630301524263860&businType=143&traceNo=
2019-04-22	南方天天利货币Ｂ	003474	红利再投资	-	-	11.31	份	https://query.1234567.com.cn/Query/Detail?id=201904220130301267166700&businType=143&traceNo=
2019-04-19	南方天天利货币Ｂ	003474	红利再投资	-	-	3.80	份	https://query.1234567.com.cn/Query/Detail?id=201904190130301264572600&businType=143&traceNo=
2019-04-19	鹏华添利宝货币	001666	红利再投资	-	-	3.69	份	https://query.1234567.com.cn/Query/Detail?id=201904190630301521431820&businType=143&traceNo=
2019-04-18	南方天天利货币Ｂ	003474	红利再投资	-	-	3.75	份	https://query.1234567.com.cn/Query/Detail?id=201904180130301261806690&businType=143&traceNo=
2019-04-18	鹏华添利宝货币	001666	红利再投资	-	-	3.70	份	https://query.1234567.com.cn/Query/Detail?id=201904180630301518574470&businType=143&traceNo=
2019-04-17	鹏华添利宝货币	001666	红利再投资	-	-	3.64	份	https://query.1234567.com.cn/Query/Detail?id=201904170630301515760770&businType=143&traceNo=
2019-04-17	南方天天利货币Ｂ	003474	红利再投资	-	-	3.79	份	https://query.1234567.com.cn/Query/Detail?id=201904170130301259116810&businType=143&traceNo=
2019-04-16	南方天天利货币Ｂ	003474	红利再投资	-	-	3.77	份	https://query.1234567.com.cn/Query/Detail?id=201904160130301256072720&businType=143&traceNo=
2019-04-16	鹏华添利宝货币	001666	红利再投资	-	-	3.66	份	https://query.1234567.com.cn/Query/Detail?id=201904160630301512964490&businType=143&traceNo=
2019-04-15	南方天天利货币Ｂ	003474	红利再投资	-	-	11.32	份	https://query.1234567.com.cn/Query/Detail?id=201904150130301253145650&businType=143&traceNo=
2019-04-15	易方达安心回报债券A	110027	红利再投资	-	-	87.34	份	https://query.1234567.com.cn/Query/Detail?id=20190415113030065254274&businType=143&traceNo=
2019-04-15	鹏华添利宝货币	001666	红利再投资	-	-	11.25	份	https://query.1234567.com.cn/Query/Detail?id=201904150630301509883480&businType=143&traceNo=
2019-04-12	鹏华添利宝货币	001666	红利再投资	-	-	3.77	份	https://query.1234567.com.cn/Query/Detail?id=201904120630301506948390&businType=143&traceNo=
2019-04-12	南方天天利货币Ｂ	003474	红利再投资	-	-	3.77	份	https://query.1234567.com.cn/Query/Detail?id=201904120130301250402740&businType=143&traceNo=
2019-04-11	鹏华添利宝货币	001666	红利再投资	-	-	4.01	份	https://query.1234567.com.cn/Query/Detail?id=201904110630301503976750&businType=143&traceNo=
2019-04-11	南方天天利货币Ｂ	003474	红利再投资	-	-	3.81	份	https://query.1234567.com.cn/Query/Detail?id=201904110130301247431220&businType=143&traceNo=
2019-04-10	南方天天利货币Ｂ	003474	红利再投资	-	-	3.93	份	https://query.1234567.com.cn/Query/Detail?id=201904100130301244609770&businType=143&traceNo=
2019-04-10	鹏华添利宝货币	001666	红利再投资	-	-	4.43	份	https://query.1234567.com.cn/Query/Detail?id=201904100630301501146280&businType=143&traceNo=
2019-04-09	南方天天利货币Ｂ	003474	红利再投资	-	-	3.93	份	https://query.1234567.com.cn/Query/Detail?id=201904090130301241847740&businType=143&traceNo=
2019-04-09	鹏华添利宝货币	001666	红利再投资	-	-	3.94	份	https://query.1234567.com.cn/Query/Detail?id=201904090630301498380680&businType=143&traceNo=
2019-04-08	南方天天利货币Ｂ	003474	红利再投资	-	-	16.07	份	https://query.1234567.com.cn/Query/Detail?id=201904080130301238761430&businType=143&traceNo=
2019-04-08	鹏华添利宝货币	001666	红利再投资	-	-	15.60	份	https://query.1234567.com.cn/Query/Detail?id=201904080630301495256270&businType=143&traceNo=
2019-04-04	南方天天利货币Ｂ	003474	红利再投资	-	-	3.98	份	https://query.1234567.com.cn/Query/Detail?id=201904040130301236125940&businType=143&traceNo=
2019-04-04	鹏华添利宝货币	001666	红利再投资	-	-	3.97	份	https://query.1234567.com.cn/Query/Detail?id=201904040630301492350370&businType=143&traceNo=
2019-04-03	南方天天利货币Ｂ	003474	红利再投资	-	-	4.04	份	https://query.1234567.com.cn/Query/Detail?id=201904030130301233517110&businType=143&traceNo=
2019-04-03	鹏华添利宝货币	001666	红利再投资	-	-	3.96	份	https://query.1234567.com.cn/Query/Detail?id=201904030630301489559010&businType=143&traceNo=
2019-04-02	鹏华添利宝货币	001666	红利再投资	-	-	3.77	份	https://query.1234567.com.cn/Query/Detail?id=201904020630301486763420&businType=143&traceNo=
2019-04-02	南方天天利货币Ｂ	003474	红利再投资	-	-	4.07	份	https://query.1234567.com.cn/Query/Detail?id=201904020130301230666520&businType=143&traceNo=
2019-04-01	鹏华添利宝货币	001666	红利再投资	-	-	11.12	份	https://query.1234567.com.cn/Query/Detail?id=201904010630301483730670&businType=143&traceNo=
2019-04-01	南方天天利货币Ｂ	003474	红利再投资	-	-	12.31	份	https://query.1234567.com.cn/Query/Detail?id=201904010130301227603240&businType=143&traceNo=
2019-05-31	南方天天利货币Ｂ	003474	红利再投资	-	-	3.64	份	https://query.1234567.com.cn/Query/Detail?id=201905310130301339527820a1&businType=143&traceNo=
2019-05-31	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905310130301339527820a2&businType=143&traceNo=
2019-05-31	鹏华添利宝货币	001666	红利再投资	-	-	3.68	份	https://query.1234567.com.cn/Query/Detail?id=201905310630301598240240&businType=143&traceNo=
2019-05-30	易方达安心回报债券A	110027	活期宝转入	6400.00	元	4011.84	份	https://query.1234567.com.cn/Query/Detail?id=c06e214eee584d6a9ddee040aa143eb8&businType=22&traceNo=c06e214eee584d6a9ddee040aa143eb8
2019-05-30	交银中证海外中国互联网指数	164906	活期宝转入	6400.00	元	5738.18	份	https://query.1234567.com.cn/Query/Detail?id=1d9dcde57a3f462a947510a2c430d370&businType=22&traceNo=1d9dcde57a3f462a947510a2c430d370
2019-05-30	南方天天利货币Ｂ	003474	红利再投资	-	-	3.62	份	https://query.1234567.com.cn/Query/Detail?id=201905300130301336750260a1&businType=143&traceNo=
2019-05-30	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905300130301336750260a2&businType=143&traceNo=
2019-05-30	鹏华添利宝货币	001666	红利再投资	-	-	3.50	份	https://query.1234567.com.cn/Query/Detail?id=201905300630301595625770&businType=143&traceNo=
2019-05-29	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905290130301334119350a2&businType=143&traceNo=
2019-05-29	南方天天利货币Ｂ	003474	红利再投资	-	-	3.62	份	https://query.1234567.com.cn/Query/Detail?id=201905290130301334119350a1&businType=143&traceNo=
2019-05-29	鹏华添利宝货币	001666	红利再投资	-	-	3.73	份	https://query.1234567.com.cn/Query/Detail?id=201905290630301593102370&businType=143&traceNo=
2019-05-28	南方天天利货币Ｂ	003474	红利再投资	-	-	3.56	份	https://query.1234567.com.cn/Query/Detail?id=201905280130301331499190a1&businType=143&traceNo=
2019-05-28	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905280130301331499190a2&businType=143&traceNo=
2019-05-28	鹏华添利宝货币	001666	红利再投资	-	-	3.67	份	https://query.1234567.com.cn/Query/Detail?id=201905280630301590555960&businType=143&traceNo=
2019-05-27	南方天天利货币Ｂ	003474	红利再投资	-	-	10.72	份	https://query.1234567.com.cn/Query/Detail?id=201905270130301328750360a1&businType=143&traceNo=
2019-05-27	南方天天利货币Ｂ	003474	红利再投资	-	-	0.62	份	https://query.1234567.com.cn/Query/Detail?id=201905270130301328750360a2&businType=143&traceNo=
2019-05-27	鹏华添利宝货币	001666	红利再投资	-	-	10.47	份	https://query.1234567.com.cn/Query/Detail?id=201905270630301587832890&businType=143&traceNo=
2019-05-24	南方天天利货币Ｂ	003474	红利再投资	-	-	3.56	份	https://query.1234567.com.cn/Query/Detail?id=201905240130301326163030a1&businType=143&traceNo=
2019-05-24	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905240130301326163030a2&businType=143&traceNo=
2019-05-24	鹏华添利宝货币	001666	红利再投资	-	-	3.64	份	https://query.1234567.com.cn/Query/Detail?id=201905240630301585131760&businType=143&traceNo=
2019-05-23	南方天天利货币Ｂ	003474	红利再投资	-	-	3.55	份	https://query.1234567.com.cn/Query/Detail?id=201905230130301323283240a1&businType=143&traceNo=
2019-05-23	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905230130301323283240a2&businType=143&traceNo=
2019-05-23	鹏华添利宝货币	001666	红利再投资	-	-	3.47	份	https://query.1234567.com.cn/Query/Detail?id=201905230630301582344810&businType=143&traceNo=
2019-05-22	南方天天利货币Ｂ	003474	红利再投资	-	-	3.54	份	https://query.1234567.com.cn/Query/Detail?id=201905220130301320664810a1&businType=143&traceNo=
2019-05-22	南方天天利货币Ｂ	003474	红利再投资	-	-	0.21	份	https://query.1234567.com.cn/Query/Detail?id=201905220130301320664810a2&businType=143&traceNo=
2019-05-22	鹏华添利宝货币	001666	红利再投资	-	-	3.54	份	https://query.1234567.com.cn/Query/Detail?id=201905220630301579743210&businType=143&traceNo=
2019-05-21	南方天天利货币Ｂ	003474	红利再投资	-	-	3.52	份	https://query.1234567.com.cn/Query/Detail?id=201905210130301318042710a1&businType=143&traceNo=
2019-05-21	南方天天利货币Ｂ	003474	红利再投资	-	-	0.20	份	https://query.1234567.com.cn/Query/Detail?id=201905210130301318042710a2&businType=143&traceNo=
2019-05-21	鹏华添利宝货币	001666	红利再投资	-	-	3.81	份	https://query.1234567.com.cn/Query/Detail?id=201905210630301577119920&businType=143&traceNo=
2019-05-20	南方天天利货币Ｂ	003474	红利再投资	-	-	10.49	份	https://query.1234567.com.cn/Query/Detail?id=201905200130301315042010a1&businType=143&traceNo=
2019-05-20	南方天天利货币Ｂ	003474	红利再投资	-	-	0.61	份	https://query.1234567.com.cn/Query/Detail?id=201905200130301315042010a2&businType=143&traceNo=
2019-05-20	鹏华添利宝货币	001666	红利再投资	-	-	10.47	份	https://query.1234567.com.cn/Query/Detail?id=201905200630301574142560&businType=143&traceNo=
2019-05-17	南方天天利货币Ｂ	003474	红利再投资	-	-	3.51	份	https://query.1234567.com.cn/Query/Detail?id=201905170130301312208250a1&businType=143&traceNo=
2019-05-17	南方天天利货币Ｂ	003474	红利再投资	-	-	0.20	份	https://query.1234567.com.cn/Query/Detail?id=201905170130301312208250a2&businType=143&traceNo=
2019-05-17	鹏华添利宝货币	001666	红利再投资	-	-	3.72	份	https://query.1234567.com.cn/Query/Detail?id=201905170630301571225840&businType=143&traceNo=
2019-05-16	南方天天利货币Ｂ	003474	红利再投资	-	-	3.23	份	https://query.1234567.com.cn/Query/Detail?id=201905160130301309152700a1&businType=143&traceNo=
2019-05-16	南方天天利货币Ｂ	003474	红利再投资	-	-	0.20	份	https://query.1234567.com.cn/Query/Detail?id=201905160130301309152700a2&businType=143&traceNo=
2019-05-16	鹏华添利宝货币	001666	红利再投资	-	-	3.52	份	https://query.1234567.com.cn/Query/Detail?id=201905160630301568480590&businType=143&traceNo=
